family_label,variation,variation_keys,category,year,name,source_formula,symbol,semantic,canonical_parameter,kept,reason
Sorting,Comparison Sorting,(general),parallel,1991.0,"Parallel Quicksort - Chlebus, Vrt'o",$O(n \\log{n})$ expected,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1991.0,"Das, Moser, Melliar-Smith",$O(n \log^2{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1992.0,"Cube Sort Parallel Implementation - Cypher, Sanz",$O(n \log^2{n} / \log{n/p})$,,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1992.0,"Varman, Doshi",$O(n \log{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1992.0,"Parallel sorting by regular sampling (PSRS) - Shi, Schaeffer",$O(n \log{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1992.0,"MeshSort (generalized Bitonic and Shear Sort) - Corbett, Scherson",$O(n^{k+1}k^2 \log{n})$,,,elements in the input,False,"also depends on 'k' (an undefined parameter), which has no worst-case bound in terms of elements in the input"
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1992.0,"Rajesekaran, Sen",$O(n \log{n} \log{\log{\log{n}}} / \log{\log{n}})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1992.0,"Hagerup, Raman (comparsion)",$O(kn \\log{n}/ \\log{k})$ expected,,,elements in the input,False,"also depends on 'k' (an undefined parameter), which has no worst-case bound in terms of elements in the input"
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1992.0,"Hagerup, Raman (random ints)",$O(n)$ expected,n,elements,elements in the input,True,kept
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1992.0,"Hagerup, Raman (ints in range)",$O(n)$ expected,n,elements,elements in the input,True,kept
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1992.0,"Hagerup, Raman (ints in range, stable)",$O(kn \\log{\\log{n}}/ \\log{k})$ expected,,,elements in the input,False,"also depends on 'k' (an undefined parameter), which has no worst-case bound in terms of elements in the input"
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1992.0,"Chen, Das",$O(n)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1992.0,Pairwise Sorting Network - Parberry,$n\log{n}(\log{n}-1)/4 + n-1$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1993.0,"Padded-sort - Hagerup, Raman",$kn^2 \log{n}/ \log{k} (\log{\log{k}})^5(2^(O(\log*{n}-\log*{k}+1)))$,,,elements in the input,False,formula not usable: nested asymptotic notation has no determinate value
Sorting,Comparison Sorting,(general),parallel,1993.0,"Kale, Krishnan",,,,elements in the input,False,formula not usable: no formula recorded
Sorting,Non-Comparison Sorting,non-comparison sorting,parallel,1993.0,"Vaidyanathan, Hartmann, Varshney",$O(m t(n)p(n)/ \log{n})$,,,elements in the input,False,"formula depends on too many parameters (m, n, p, t)"
Sorting,Comparison Sorting,(general),parallel,1993.0,"T&B sort - Tridgell, Brent",,,,elements in the input,False,formula not usable: no formula recorded
Sorting,Comparison Sorting,(general),parallel,1993.0,"generalized bitonic sort - Liszka, Batcher",$O(n \log^4{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1993.0,"Chen, Reif",$O(n \log{\log{n/H})$,,,elements in the input,False,"also depends on 'H' (binary entropy), which has no worst-case bound in terms of elements in the input"
Sorting,,(general),parallel,1993.0,"Tianzhen, Zhou, Xiozhen",,,,elements in the input,False,formula not usable: no formula recorded
Sorting,Comparison Sorting; Non-Comparison Sorting,(general); non-comparison sorting,parallel,1994.0,"Parallel Sorting by OverPartitioning (PSOP) - Li, Sevcik (Quicksort / PQOP)",,,,elements in the input,False,formula not usable: no formula recorded
Sorting,"Comparison sorting, Non-Comparison sorting","comparison sorting, non-comparison sorting",parallel,1994.0,"Parallel Sorting by OverPartitioning (PSOP) - Li, Sevcik (Radix sort / PROP)",,,,elements in the input,False,formula not usable: no formula recorded
Sorting,Comparison Sorting,(general),parallel,1994.0,"Chen, Chen",$O(n^(3/2))$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1994.0,"Chen, Chen (generalized)",$O(n^(1+1/(k-1)))$,,,elements in the input,False,"also depends on 'k' (mesh dimensions k 4), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1994.0,"Gibbons, Matias, Ramachandran (1)",$O(n \log n)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1994.0,"Gibbons, Matias, Ramachandran (2)",$O(n \log n)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1994.0,"Gibbons, Matias, Ramachandran (3)",$O(n \log n)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1994.0,"Nikolopoulos, Danielopoulos",$O(n \log^2{n})$,n,elements,elements in the input,True,kept
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1995.0,Han and Shen,"$O(n min(\log \log n, \log \log m/\log n))$",,,elements in the input,False,"also depends on 'm' (an undefined parameter), which has no worst-case bound in terms of elements in the input"
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1995.0,"Bast, Hagerup",$O(n)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1995.0,"Das, Sinha",$3n^(4/3) \log(n^(1/3))+14n^(4/3)+O(n^(4/3))$,,,elements in the input,False,formula not usable: nested asymptotic notation has no determinate value
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1995.0,"Andersson, Hagerup, Nilsson, Raman (1)",$O(n loglog n)$,n,elements,elements in the input,True,kept
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1995.0,"Andersson, Hagerup, Nilsson, Raman (2)",$O(n)$ expected,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1995.0,"MM-sort - Zhang, Zheng",$O(n \log p)$,,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1995.0,"Jang, Prasanna",$O(n^2)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1995.0,"(padded sorting) Goldberg, Zwick",$O(kn \log n/(\log k) loglog^3(k) 2^(O(\log*n-\log*k))$,,,elements in the input,False,formula not usable: nested asymptotic notation has no determinate value
Sorting,Comparison Sorting,(general),parallel,1995.0,"Tridgell, Brent",$O(n \log{n/p} +np)$,,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1995.0,Parallel Sorting by Median-Median (PSMM) - Min,$O(n \log{n/p} +p^3 \log{n/p})$,,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1995.0,"Louri, Hatch, Na",$O(n^2)$ ?,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1995.0,"Zhang, Zheng",$O(n\log{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1996.0,Goodrich,$O(n \log(n) + (Lp+gn)(\log(n)/(\log(n/p)))$,,,elements in the input,False,"formula depends on too many parameters (L, g, n, p)"
Sorting,Comparison Sorting,(general),parallel,1996.0,"Gerbessiotis, Siniolakis",$O(n \log n) computation + O(gn) communication$,,,elements in the input,False,formula not usable: nested asymptotic notation has no determinate value
Sorting,Comparison Sorting,(general),parallel,1996.0,"Olariu, Schwing",$O(n^2)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1996.0,Jianxian,$O(n \log n)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1996.0,"JaJa, Ryu, Vishkin (1)",$O(n \log n +m)$,,,elements in the input,False,"also depends on 'm' (number symbols alphabet), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1996.0,"JaJa, Ryu, Vishkin (2)",$O(n \log n +m)$,,,elements in the input,False,"also depends on 'm' (number symbols alphabet), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1996.0,"samplesort - Helman, JaJa, Bader (1)",$O(n \log{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1996.0,"regular sampling - Helman, JaJa, Bader (2)",$O(n \log{n})$,n,elements,elements in the input,True,kept
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1996.0,"Folwell, Guha, Suzuki",$O(n^2.5)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1997.0,Shear-sort - De et al.,,,,elements in the input,False,formula not usable: no formula recorded
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1997.0,"Albers, Hagerup (1)",$O(n sqrt(\log n loglog n) + n \log^2(n)/t)$,,,elements in the input,False,"also depends on 't' (an undefined parameter), which has no worst-case bound in terms of elements in the input"
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1997.0,"Albers, Hagerup (2)",$O(n sqrt(\log n) + n \log n/2^(t/\log n))$,,,elements in the input,False,"also depends on 't' (an undefined parameter), which has no worst-case bound in terms of elements in the input"
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1997.0,"Albers, Hagerup (3)",$O(n)$,n,elements,elements in the input,True,kept
Sorting,Non-Comparison Sorting,non-comparison sorting,parallel,1997.0,"Jang, Kim",$O(4^k n^(k+1))$,,,elements in the input,False,"also depends on 'k' (an undefined parameter), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1998.0,"variation of sample sort - Helman, Bader, JaJa",$O(nlog(n))$,n,elements,elements in the input,True,kept
Sorting,,(general),parallel,1998.0,"Load Balanced Parallel Radix Sort - Sohn, Kodama",,,,elements in the input,False,formula not usable: no formula recorded
Sorting,Comparison Sorting,(general),parallel,1999.0,"ZZ-sort - Zheng, Calidas, Zhang",$O(n \log p (f(p)+\log(n/p))$,,,elements in the input,False,"also depends on 'f' (an undefined parameter), 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1999.0,"Zhang, Zheng",$O(n \log p)$,,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Non-Comparison Sorting,non-comparison sorting,parallel,2000.0,"partitioned parallel radix (PPR) sort - Lee, Jeon, Sohn, Kim",$ceilling(b/g)*p + communication$,,,elements in the input,False,"formula depends on too many parameters (a, b, c, i, l, m, n, o, p, t, u)"
Sorting,Comparison Sorting,(general),parallel,2000.0,"Sinkha, Mukherjee",$O((t^2-3t+2)n^{t+1})$,,,elements in the input,False,"also depends on 't' (dimensions mesh), which has no worst-case bound in terms of elements in the input"
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,2001.0,Han,$O(n(\log \log n)^2/\log \log \log n)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,2001.0,"Gerbessiotis, Siniolakis",,,,elements in the input,False,formula not usable: no formula recorded
Sorting,,(general),parallel,2002.0,Cerin,,,,elements in the input,False,formula not usable: no formula recorded
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,2002.0,"Han, Shen",$O(n sqrt((\log n)/k))$,,,elements in the input,False,cannot tell what k means (no definition given and the family is inconsistent)
Sorting,Comparison Sorting,(general),parallel,2002.0,Canturk,$O(n \log(np))$ ?,,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,2003.0,"load balanced parallel merge sort - Jeon, Kim",$k_1 n \log p + k_2 (n + p \\delta) \log p$,,,elements in the input,False,"formula depends on too many parameters (delta, k_1, k_2, n, p)"
Sorting,Comparison Sorting,(general),parallel,2004.0,"Parallel Sorting by Exact Splitting (PSES) - Dian, Zhizhong","$O(n\log{n/p} + p^2\log{p}\log{n/2p} + n\log{p})$
$2(p-1)^2+4p(p-1)\log{n/2p} + p(p-1) +n)$ communication",,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,2005.0,"Chen, Levcopoulos",$O(n \log n)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,2005.0,"Arefin, Hasan",$O(n \log^2{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,2007.0,"Cheng, Shah, Gilbert, Edelman","$O(n \log n + gn +\log n max(Lp,gp^3 \log(n))$",,,elements in the input,False,"formula depends on too many parameters (L, g, n, p)"
Sorting,Comparison Sorting,(general),parallel,2007.0,"partition and concurrent merging (PCM) - Herruzo, Ruiz, Benavides, Plata",$O(n \log (n/p) +np)$,,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,2007.0,"Damrudi, Aval",$O(n/4 sqrt(n/4))$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,2007.0,"partition and concurrent merging (PCM) - Herruzo, Ruiz, Benavides, Plata",$O((n)\log{n/p} + np)$,,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,2008.0,"Wei, Xiao, Zhang",$(sqrt(2n) + O(n^(3/4)))n$,,,elements in the input,False,formula not usable: nested asymptotic notation has no determinate value
Sorting,Comparison Sorting,(general),parallel,2008.0,"Hongwei, Yafeng",$(\log^2(n) + \log n)^2 n/4 ?$ ?,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,2009.0,"Li, Peng, Chu",$O(2^k + m)^2 (2^(2^k m +k) + O(2^k m(2k+1) +k)^2$,,,elements in the input,False,formula not usable: nested asymptotic notation has no determinate value
Sorting,Comparison Sorting,(general),parallel,2009.0,"Dynamic Communication-Efficient parallel Sorting (DCES) - Thanakulwarapas, Werapun",$O(n \log (n/p) + n \log p)$,,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,2010.0,Multi-sort - Rakesh,$O(n^(5/4))$,n,elements,elements in the input,True,kept
